image_path,caption,emoji,name
images/0011_smiling_face_with_smiling_eyes_aug02.png,a happy emoji,😊,smiling face with smiling eyes
images/0011_smiling_face_with_smiling_eyes_aug03.png,a warm emoji,😊,smiling face with smiling eyes
images/0012_smiling_face_with_halo_aug00.png,a halo emoji,😇,smiling face with halo
images/0012_smiling_face_with_halo_aug01.png,emoji: innocent,😇,smiling face with halo
images/0012_smiling_face_with_halo_aug02.png,angel innocent halo face,😇,smiling face with halo
images/0012_smiling_face_with_halo_aug03.png,a angel emoji,😇,smiling face with halo
images/0013_smiling_face_with_hearts_aug00.png,cartoon smiling face with hearts,🥰,smiling face with hearts
images/0013_smiling_face_with_hearts_aug01.png,an emoji: in love hearts around face,🥰,smiling face with hearts
images/0013_smiling_face_with_hearts_aug02.png,smiling face with hearts,🥰,smiling face with hearts
images/0013_smiling_face_with_hearts_aug03.png,icon of smiling face with hearts,🥰,smiling face with hearts
images/0014_smiling_face_with_heart-eyes_aug00.png,a heart eyes emoji,😍,smiling face with heart-eyes
images/0014_smiling_face_with_heart-eyes_aug01.png,emoji showing smiling face with heart-eyes,😍,smiling face with heart-eyes
images/0014_smiling_face_with_heart-eyes_aug02.png,emoji: crush,😍,smiling face with heart-eyes
images/0014_smiling_face_with_heart-eyes_aug03.png,icon of smiling face with heart-eyes,😍,smiling face with heart-eyes
images/0015_star-struck_face_aug00.png,an emoji of star-struck face,🤩,star-struck face
images/0015_star-struck_face_aug01.png,emoji icon: star-struck face,🤩,star-struck face
images/0015_star-struck_face_aug02.png,icon of star-struck face,🤩,star-struck face
images/0015_star-struck_face_aug03.png,emoji: amazed,🤩,star-struck face
images/0016_face_blowing_a_kiss_aug00.png,emoji showing face blowing a kiss,😘,face blowing a kiss
images/0016_face_blowing_a_kiss_aug01.png,a kiss emoji,😘,face blowing a kiss
images/0016_face_blowing_a_kiss_aug02.png,face blowing a kiss,😘,face blowing a kiss
images/0016_face_blowing_a_kiss_aug03.png,face blowing a kiss icon,😘,face blowing a kiss
images/0017_kissing_face_aug00.png,a colorful emoji depicting kissing face,😗,kissing face
images/0017_kissing_face_aug01.png,icon of kissing face,😗,kissing face
images/0017_kissing_face_aug02.png,a small illustration of kissing face,😗,kissing face
images/0017_kissing_face_aug03.png,an emoji of kissing face,😗,kissing face
images/0018_kissing_face_with_smiling_eyes_aug00.png,a smile emoji,😙,kissing face with smiling eyes
images/0018_kissing_face_with_smiling_eyes_aug01.png,a happy emoji,😙,kissing face with smiling eyes
images/0018_kissing_face_with_smiling_eyes_aug02.png,an emoji: happy kiss closed eyes,😙,kissing face with smiling eyes
images/0018_kissing_face_with_smiling_eyes_aug03.png,a colorful emoji depicting kissing face with smiling eyes,😙,kissing face with smiling eyes
images/0019_kissing_face_with_closed_eyes_aug00.png,a small illustration of kissing face with closed eyes,😚,kissing face with closed eyes
images/0019_kissing_face_with_closed_eyes_aug01.png,emoji showing kissing face with closed eyes,😚,kissing face with closed eyes
images/0019_kissing_face_with_closed_eyes_aug02.png,a kiss emoji,😚,kissing face with closed eyes
images/0019_kissing_face_with_closed_eyes_aug03.png,kissing face with closed eyes,😚,kissing face with closed eyes
images/0020_face_savoring_food_aug00.png,icon of face savoring food,😋,face savoring food
images/0020_face_savoring_food_aug01.png,a colorful emoji depicting face savoring food,😋,face savoring food
images/0020_face_savoring_food_aug02.png,emoji icon: face savoring food,😋,face savoring food
images/0020_face_savoring_food_aug03.png,emoji: yummy,😋,face savoring food
images/0021_face_with_tongue_aug00.png,emoji icon: face with tongue,😛,face with tongue
images/0021_face_with_tongue_aug01.png,a face with tongue emoji,😛,face with tongue
images/0021_face_with_tongue_aug02.png,a tongue emoji,😛,face with tongue
images/0021_face_with_tongue_aug03.png,pixel art of face with tongue,😛,face with tongue
images/0022_winking_face_with_tongue_aug00.png,a small illustration of winking face with tongue,😜,winking face with tongue
images/0022_winking_face_with_tongue_aug01.png,winking face with tongue,😜,winking face with tongue
images/0022_winking_face_with_tongue_aug02.png,a wink emoji,😜,winking face with tongue
images/0022_winking_face_with_tongue_aug03.png,a tongue emoji,😜,winking face with tongue
images/0023_zany_face_aug00.png,a wacky emoji,🤪,zany face
images/0023_zany_face_aug01.png,a crazy emoji,🤪,zany face
images/0023_zany_face_aug02.png,crazy wacky zany one eye larger,🤪,zany face
images/0023_zany_face_aug03.png,an emoji of zany face,🤪,zany face
images/0024_squinting_face_with_tongue_aug00.png,squinting face with tongue,😝,squinting face with tongue
images/0024_squinting_face_with_tongue_aug01.png,a small illustration of squinting face with tongue,😝,squinting face with tongue
images/0024_squinting_face_with_tongue_aug02.png,an emoji: tongue out squinting gross,😝,squinting face with tongue
images/0024_squinting_face_with_tongue_aug03.png,emoji: tongue,😝,squinting face with tongue
images/0025_money-mouth_face_aug00.png,a money emoji,🤑,money-mouth face
images/0025_money-mouth_face_aug01.png,an emoji: dollar signs eyes money tongue,🤑,money-mouth face
images/0025_money-mouth_face_aug02.png,money-mouth face icon,🤑,money-mouth face
images/0025_money-mouth_face_aug03.png,a money-mouth face emoji,🤑,money-mouth face
images/0026_smiling_face_with_open_hands_aug00.png,cartoon smiling face with open hands,🤗,smiling face with open hands
images/0026_smiling_face_with_open_hands_aug01.png,a warm emoji,🤗,smiling face with open hands
images/0026_smiling_face_with_open_hands_aug02.png,a smiling face with open hands emoji,🤗,smiling face with open hands
images/0026_smiling_face_with_open_hands_aug03.png,icon of smiling face with open hands,🤗,smiling face with open hands
images/0027_face_with_hand_over_mouth_aug00.png,emoji icon: face with hand over mouth,🤭,face with hand over mouth
images/0027_face_with_hand_over_mouth_aug01.png,pixel art of face with hand over mouth,🤭,face with hand over mouth
images/0027_face_with_hand_over_mouth_aug02.png,an emoji of face with hand over mouth,🤭,face with hand over mouth
images/0027_face_with_hand_over_mouth_aug03.png,icon of face with hand over mouth,🤭,face with hand over mouth
images/0028_shushing_face_aug00.png,cartoon shushing face,🤫,shushing face
images/0028_shushing_face_aug01.png,an emoji: quiet shush finger on lips,🤫,shushing face
images/0028_shushing_face_aug02.png,an emoji of shushing face,🤫,shushing face
images/0028_shushing_face_aug03.png,emoji: shush,🤫,shushing face
images/0029_thinking_face_aug00.png,emoji showing thinking face,🤔,thinking face
images/0029_thinking_face_aug01.png,a ponder emoji,🤔,thinking face
images/0029_thinking_face_aug02.png,emoji: ponder,🤔,thinking face
images/0029_thinking_face_aug03.png,thinking chin hand pondering,🤔,thinking face
images/0030_neutral_face_aug00.png,a small illustration of neutral face,😐,neutral face
images/0030_neutral_face_aug01.png,icon of neutral face,😐,neutral face
images/0030_neutral_face_aug02.png,a neutral face emoji,😐,neutral face
images/0030_neutral_face_aug03.png,neutral face icon,😐,neutral face
images/0031_expressionless_face_aug00.png,emoji icon: expressionless face,😑,expressionless face
images/0031_expressionless_face_aug01.png,deadpan expressionless flat,😑,expressionless face
images/0031_expressionless_face_aug02.png,a colorful emoji depicting expressionless face,😑,expressionless face
images/0031_expressionless_face_aug03.png,emoji showing expressionless face,😑,expressionless face
images/0032_face_without_mouth_aug00.png,a face without mouth emoji,😶,face without mouth
images/0032_face_without_mouth_aug01.png,face without mouth,😶,face without mouth
images/0032_face_without_mouth_aug02.png,a colorful emoji depicting face without mouth,😶,face without mouth
images/0032_face_without_mouth_aug03.png,an emoji: speechless no mouth silent,😶,face without mouth
images/0033_smirking_face_aug00.png,emoji icon: smirking face,😏,smirking face
images/0033_smirking_face_aug01.png,cartoon smirking face,😏,smirking face
images/0033_smirking_face_aug02.png,emoji: smirk,😏,smirking face
images/0033_smirking_face_aug03.png,emoji: smug,😏,smirking face
images/0034_unamused_face_aug00.png,emoji: bored,😒,unamused face
images/0034_unamused_face_aug01.png,a unamused face emoji,😒,unamused face
images/0034_unamused_face_aug02.png,a unamused emoji,😒,unamused face
images/0034_unamused_face_aug03.png,unimpressed side eye bored,😒,unamused face
images/0035_face_with_rolling_eyes_aug00.png,a small illustration of face with rolling eyes,🙄,face with rolling eyes
images/0035_face_with_rolling_eyes_aug01.png,an emoji of face with rolling eyes,🙄,face with rolling eyes
images/0035_face_with_rolling_eyes_aug02.png,an emoji: eye roll skeptical whatever,🙄,face with rolling eyes
images/0035_face_with_rolling_eyes_aug03.png,face with rolling eyes icon,🙄,face with rolling eyes
images/0036_grimacing_face_aug00.png,an emoji of grimacing face,😬,grimacing face
images/0036_grimacing_face_aug01.png,emoji: awkward,😬,grimacing face
images/0036_grimacing_face_aug02.png,a nervous emoji,😬,grimacing face
images/0036_grimacing_face_aug03.png,grimace awkward nervous teeth,😬,grimacing face
images/0037_lying_face_aug00.png,an emoji of lying face,🤥,lying face
images/0037_lying_face_aug01.png,emoji: pinocchio,🤥,lying face
images/0037_lying_face_aug02.png,cartoon lying face,🤥,lying face
images/0037_lying_face_aug03.png,a lie emoji,🤥,lying face
images/0038_pensive_face_aug00.png,a pensive emoji,😔,pensive face
images/0038_pensive_face_aug01.png,an emoji: sad thoughtful downcast eyes,😔,pensive face
images/0038_pensive_face_aug02.png,pixel art of pensive face,😔,pensive face
images/0038_pensive_face_aug03.png,pensive face,😔,pensive face
images/0039_sleepy_face_aug00.png,a sleepy emoji,😪,sleepy face
images/0039_sleepy_face_aug01.png,a drool emoji,😪,sleepy face
images/0039_sleepy_face_aug02.png,icon of sleepy face,😪,sleepy face
images/0039_sleepy_face_aug03.png,emoji: tired,😪,sleepy face
images/0040_drooling_face_aug00.png,icon of drooling face,🤤,drooling face
images/0040_drooling_face_aug01.png,a desire emoji,🤤,drooling face
images/0040_drooling_face_aug02.png,an emoji: drooling mouth watering desire,🤤,drooling face
images/0040_drooling_face_aug03.png,an emoji of drooling face,🤤,drooling face
images/0041_sleeping_face_aug00.png,a sleeping face emoji,😴,sleeping face
images/0041_sleeping_face_aug01.png,emoji: zzz,😴,sleeping face
images/0041_sleeping_face_aug02.png,a tired emoji,😴,sleeping face
images/0041_sleeping_face_aug03.png,a colorful emoji depicting sleeping face,😴,sleeping face
images/0042_face_with_medical_mask_aug00.png,a ill emoji,😷,face with medical mask
images/0042_face_with_medical_mask_aug01.png,icon of face with medical mask,😷,face with medical mask
images/0042_face_with_medical_mask_aug02.png,emoji showing face with medical mask,😷,face with medical mask
images/0042_face_with_medical_mask_aug03.png,a sick emoji,😷,face with medical mask
images/0043_face_with_thermometer_aug00.png,an emoji of face with thermometer,🤒,face with thermometer
images/0043_face_with_thermometer_aug01.png,cartoon face with thermometer,🤒,face with thermometer
images/0043_face_with_thermometer_aug02.png,emoji: sick,🤒,face with thermometer
images/0043_face_with_thermometer_aug03.png,face with thermometer,🤒,face with thermometer
images/0044_face_with_head-bandage_aug00.png,cartoon face with head-bandage,🤕,face with head-bandage
images/0044_face_with_head-bandage_aug01.png,injured head bandage hurt,🤕,face with head-bandage
images/0044_face_with_head-bandage_aug02.png,a hurt emoji,🤕,face with head-bandage
images/0044_face_with_head-bandage_aug03.png,a face with head-bandage emoji,🤕,face with head-bandage
images/0045_nauseated_face_aug00.png,emoji: disgusted,🤢,nauseated face
images/0045_nauseated_face_aug01.png,nauseated face,🤢,nauseated face
images/0045_nauseated_face_aug02.png,emoji: nausea,🤢,nauseated face
images/0045_nauseated_face_aug03.png,a nausea emoji,🤢,nauseated face
images/0046_sneezing_face_aug00.png,a cold emoji,🤧,sneezing face
images/0046_sneezing_face_aug01.png,icon of sneezing face,🤧,sneezing face
images/0046_sneezing_face_aug02.png,emoji showing sneezing face,🤧,sneezing face
images/0046_sneezing_face_aug03.png,a colorful emoji depicting sneezing face,🤧,sneezing face
images/0047_hot_face_aug00.png,emoji: hot,🥵,hot face
images/0047_hot_face_aug01.png,icon of hot face,🥵,hot face
images/0047_hot_face_aug02.png,hot face icon,🥵,hot face
images/0047_hot_face_aug03.png,an emoji of hot face,🥵,hot face
images/0048_cold_face_aug00.png,a colorful emoji depicting cold face,🥶,cold face
images/0048_cold_face_aug01.png,emoji: icicle,🥶,cold face
images/0048_cold_face_aug02.png,a cold emoji,🥶,cold face
images/0048_cold_face_aug03.png,emoji: cold,🥶,cold face
images/0049_dizzy_face_aug00.png,emoji: dizzy,😵,dizzy face
images/0049_dizzy_face_aug01.png,a small illustration of dizzy face,😵,dizzy face
images/0049_dizzy_face_aug02.png,a dizzy face emoji,😵,dizzy face
images/0049_dizzy_face_aug03.png,a confused emoji,😵,dizzy face
images/0050_exploding_head_aug00.png,emoji: mind blown,🤯,exploding head
images/0050_exploding_head_aug01.png,exploding head,🤯,exploding head
images/0050_exploding_head_aug02.png,emoji icon: exploding head,🤯,exploding head
images/0050_exploding_head_aug03.png,pixel art of exploding head,🤯,exploding head
images/0051_woozy_face_aug00.png,woozy face,🥴,woozy face
images/0051_woozy_face_aug01.png,emoji: woozy,🥴,woozy face
images/0051_woozy_face_aug02.png,an emoji: drunk woozy dizzy unsteady,🥴,woozy face
images/0051_woozy_face_aug03.png,a woozy face emoji,🥴,woozy face
images/0052_confused_face_aug00.png,confused face,😕,confused face
images/0052_confused_face_aug01.png,a small illustration of confused face,😕,confused face
images/0052_confused_face_aug02.png,emoji: unsure,😕,confused face
images/0052_confused_face_aug03.png,confused face icon,😕,confused face
images/0053_worried_face_aug00.png,a worried face emoji,😟,worried face
images/0053_worried_face_aug01.png,pixel art of worried face,😟,worried face
images/0053_worried_face_aug02.png,worried face icon,😟,worried face
images/0053_worried_face_aug03.png,a small illustration of worried face,😟,worried face
images/0054_slightly_frowning_face_aug00.png,a slight emoji,🙁,slightly frowning face
images/0054_slightly_frowning_face_aug01.png,pixel art of slightly frowning face,🙁,slightly frowning face
images/0054_slightly_frowning_face_aug02.png,slight frown unhappy disappointed,🙁,slightly frowning face
images/0054_slightly_frowning_face_aug03.png,emoji showing slightly frowning face,🙁,slightly frowning face
images/0055_frowning_face_aug00.png,emoji: unhappy,☹️,frowning face
images/0055_frowning_face_aug01.png,emoji showing frowning face,☹️,frowning face
images/0055_frowning_face_aug02.png,emoji: sad,☹️,frowning face
images/0055_frowning_face_aug03.png,emoji: frown,☹️,frowning face
images/0056_face_with_open_mouth_aug00.png,emoji icon: face with open mouth,😮,face with open mouth
images/0056_face_with_open_mouth_aug01.png,cartoon face with open mouth,😮,face with open mouth
images/0056_face_with_open_mouth_aug02.png,emoji: open mouth,😮,face with open mouth
images/0056_face_with_open_mouth_aug03.png,face with open mouth,😮,face with open mouth
images/0057_hushed_face_aug00.png,an emoji of hushed face,😯,hushed face
images/0057_hushed_face_aug01.png,emoji icon: hushed face,😯,hushed face
images/0057_hushed_face_aug02.png,a surprised emoji,😯,hushed face
images/0057_hushed_face_aug03.png,an emoji: hushed surprised shocked wide eyes,😯,hushed face
images/0058_astonished_face_aug00.png,a small illustration of astonished face,😲,astonished face
images/0058_astonished_face_aug01.png,pixel art of astonished face,😲,astonished face
images/0058_astonished_face_aug02.png,a jaw drop emoji,😲,astonished face
images/0058_astonished_face_aug03.png,emoji showing astonished face,😲,astonished face
images/0059_flushed_face_aug00.png,an emoji: flushed embarrassed red face wide eyes,😳,flushed face
images/0059_flushed_face_aug01.png,emoji showing flushed face,😳,flushed face
images/0059_flushed_face_aug02.png,a flushed emoji,😳,flushed face
images/0059_flushed_face_aug03.png,emoji icon: flushed face,😳,flushed face
images/0060_pleading_face_aug00.png,a colorful emoji depicting pleading face,🥺,pleading face
images/0060_pleading_face_aug01.png,emoji showing pleading face,🥺,pleading face
images/0060_pleading_face_aug02.png,an emoji: puppy eyes begging please,🥺,pleading face
images/0060_pleading_face_aug03.png,cartoon pleading face,🥺,pleading face
images/0061_frowning_face_with_open_mouth_aug00.png,emoji icon: frowning face with open mouth,😦,frowning face with open mouth
images/0061_frowning_face_with_open_mouth_aug01.png,a colorful emoji depicting frowning face with open mouth,😦,frowning face with open mouth
images/0061_frowning_face_with_open_mouth_aug02.png,icon of frowning face with open mouth,😦,frowning face with open mouth
images/0061_frowning_face_with_open_mouth_aug03.png,pixel art of frowning face with open mouth,😦,frowning face with open mouth
images/0062_anguished_face_aug00.png,emoji: pain,😧,anguished face
images/0062_anguished_face_aug01.png,an emoji: anguished distressed open mouth,😧,anguished face
images/0062_anguished_face_aug02.png,anguished face icon,😧,anguished face
images/0062_anguished_face_aug03.png,pixel art of anguished face,😧,anguished face
images/0063_fearful_face_aug00.png,a frightened emoji,😨,fearful face
images/0063_fearful_face_aug01.png,fearful face,😨,fearful face
images/0063_fearful_face_aug02.png,emoji showing fearful face,😨,fearful face
images/0063_fearful_face_aug03.png,a fearful face emoji,😨,fearful face
images/0064_anxious_face_with_sweat_aug00.png,anxious nervous worried sweat cold,😰,anxious face with sweat
images/0064_anxious_face_with_sweat_aug01.png,icon of anxious face with sweat,😰,anxious face with sweat
images/0064_anxious_face_with_sweat_aug02.png,anxious face with sweat,😰,anxious face with sweat
images/0064_anxious_face_with_sweat_aug03.png,emoji showing anxious face with sweat,😰,anxious face with sweat
images/0065_sad_but_relieved_face_aug00.png,a sad emoji,😥,sad but relieved face
images/0065_sad_but_relieved_face_aug01.png,emoji: worried,😥,sad but relieved face
images/0065_sad_but_relieved_face_aug02.png,a small illustration of sad but relieved face,😥,sad but relieved face
images/0065_sad_but_relieved_face_aug03.png,icon of sad but relieved face,😥,sad but relieved face
images/0066_crying_face_aug00.png,single tear crying sad,😢,crying face
images/0066_crying_face_aug01.png,a tear emoji,😢,crying face
images/0066_crying_face_aug02.png,emoji: sad,😢,crying face
images/0066_crying_face_aug03.png,cartoon crying face,😢,crying face
images/0067_loudly_crying_face_aug00.png,a sob emoji,😭,loudly crying face
images/0067_loudly_crying_face_aug01.png,sobbing loudly tears streaming,😭,loudly crying face
images/0067_loudly_crying_face_aug02.png,a loudly crying face emoji,😭,loudly crying face
images/0067_loudly_crying_face_aug03.png,emoji: tears,😭,loudly crying face
images/0068_face_screaming_in_fear_aug00.png,an emoji: scream horror panic fear open mouth,😱,face screaming in fear
images/0068_face_screaming_in_fear_aug01.png,a colorful emoji depicting face screaming in fear,😱,face screaming in fear
images/0068_face_screaming_in_fear_aug02.png,pixel art of face screaming in fear,😱,face screaming in fear
images/0068_face_screaming_in_fear_aug03.png,icon of face screaming in fear,😱,face screaming in fear
images/0069_confounded_face_aug00.png,a confounded emoji,😖,confounded face
images/0069_confounded_face_aug01.png,emoji icon: confounded face,😖,confounded face
images/0069_confounded_face_aug02.png,an emoji of confounded face,😖,confounded face
images/0069_confounded_face_aug03.png,a small illustration of confounded face,😖,confounded face
images/0070_persevering_face_aug00.png,cartoon persevering face,😣,persevering face
images/0070_persevering_face_aug01.png,a hard time emoji,😣,persevering face
images/0070_persevering_face_aug02.png,emoji: struggle,😣,persevering face
images/0070_persevering_face_aug03.png,emoji: hard time,😣,persevering face
images/0071_disappointed_face_aug00.png,disappointed sad letdown,😞,disappointed face
images/0071_disappointed_face_aug01.png,cartoon disappointed face,😞,disappointed face
images/0071_disappointed_face_aug02.png,a small illustration of disappointed face,😞,disappointed face
images/0071_disappointed_face_aug03.png,a sad emoji,😞,disappointed face
images/0072_downcast_face_with_sweat_aug00.png,emoji: tired,😓,downcast face with sweat
images/0072_downcast_face_with_sweat_aug01.png,a sweat emoji,😓,downcast face with sweat
images/0072_downcast_face_with_sweat_aug02.png,downcast face with sweat,😓,downcast face with sweat
images/0072_downcast_face_with_sweat_aug03.png,downcast face with sweat icon,😓,downcast face with sweat
images/0073_weary_face_aug00.png,a colorful emoji depicting weary face,😩,weary face
images/0073_weary_face_aug01.png,an emoji of weary face,😩,weary face
images/0073_weary_face_aug02.png,a weary face emoji,😩,weary face
images/0073_weary_face_aug03.png,emoji: weary,😩,weary face
images/0074_tired_face_aug00.png,tired face icon,😫,tired face
images/0074_tired_face_aug01.png,a small illustration of tired face,😫,tired face
images/0074_tired_face_aug02.png,an emoji of tired face,😫,tired face
images/0074_tired_face_aug03.png,emoji: exhausted,😫,tired face
images/0075_face_with_steam_from_nose_aug00.png,emoji: determined,😤,face with steam from nose
images/0075_face_with_steam_from_nose_aug01.png,pixel art of face with steam from nose,😤,face with steam from nose
images/0075_face_with_steam_from_nose_aug02.png,a face with steam from nose emoji,😤,face with steam from nose
images/0075_face_with_steam_from_nose_aug03.png,an emoji: frustrated steam nose determined,😤,face with steam from nose
images/0076_pouting_face_aug00.png,a pouting face emoji,😡,pouting face
images/0076_pouting_face_aug01.png,a colorful emoji depicting pouting face,😡,pouting face
images/0076_pouting_face_aug02.png,pouting face,😡,pouting face
images/0076_pouting_face_aug03.png,a red emoji,😡,pouting face
images/0077_angry_face_aug00.png,emoji showing angry face,😠,angry face
images/0077_angry_face_aug01.png,emoji: mad,😠,angry face
images/0077_angry_face_aug02.png,a mad emoji,😠,angry face
images/0077_angry_face_aug03.png,a upset emoji,😠,angry face
images/0078_face_with_symbols_on_mouth_aug00.png,a small illustration of face with symbols on mouth,🤬,face with symbols on mouth
images/0078_face_with_symbols_on_mouth_aug01.png,emoji: cursing,🤬,face with symbols on mouth
images/0078_face_with_symbols_on_mouth_aug02.png,pixel art of face with symbols on mouth,🤬,face with symbols on mouth
images/0078_face_with_symbols_on_mouth_aug03.png,face with symbols on mouth,🤬,face with symbols on mouth
images/0079_smiling_face_with_horns_aug00.png,emoji icon: smiling face with horns,😈,smiling face with horns
images/0079_smiling_face_with_horns_aug01.png,a small illustration of smiling face with horns,😈,smiling face with horns
images/0079_smiling_face_with_horns_aug02.png,a evil emoji,😈,smiling face with horns
images/0079_smiling_face_with_horns_aug03.png,emoji: devil,😈,smiling face with horns
images/0080_angry_face_with_horns_aug00.png,angry face with horns,👿,angry face with horns
images/0080_angry_face_with_horns_aug01.png,a devil emoji,👿,angry face with horns
images/0080_angry_face_with_horns_aug02.png,emoji: evil,👿,angry face with horns
images/0080_angry_face_with_horns_aug03.png,emoji: devil,👿,angry face with horns
images/0081_skull_aug00.png,skull icon,💀,skull
images/0081_skull_aug01.png,icon of skull,💀,skull
images/0081_skull_aug02.png,an emoji: skull death bones dead,💀,skull
images/0081_skull_aug03.png,a small illustration of skull,💀,skull
images/0082_skull_and_crossbones_aug00.png,a skull emoji,☠️,skull and crossbones
images/0082_skull_and_crossbones_aug01.png,emoji icon: skull and crossbones,☠️,skull and crossbones
images/0082_skull_and_crossbones_aug02.png,skull and crossbones icon,☠️,skull and crossbones
images/0082_skull_and_crossbones_aug03.png,icon of skull and crossbones,☠️,skull and crossbones
images/0083_pile_of_poo_aug00.png,a small illustration of pile of poo,💩,pile of poo
images/0083_pile_of_poo_aug01.png,a funny emoji,💩,pile of poo
images/0083_pile_of_poo_aug02.png,pixel art of pile of poo,💩,pile of poo
images/0083_pile_of_poo_aug03.png,a pile of poo emoji,💩,pile of poo
images/0084_clown_face_aug00.png,icon of clown face,🤡,clown face
images/0084_clown_face_aug01.png,a red nose emoji,🤡,clown face
images/0084_clown_face_aug02.png,a clown face emoji,🤡,clown face
images/0084_clown_face_aug03.png,clown face,🤡,clown face
images/0085_ogre_aug00.png,a monster emoji,👹,ogre
images/0085_ogre_aug01.png,emoji: ogre,👹,ogre
images/0085_ogre_aug02.png,icon of ogre,👹,ogre
images/0085_ogre_aug03.png,emoji: monster,👹,ogre
images/0086_goblin_aug00.png,goblin icon,👺,goblin
images/0086_goblin_aug01.png,a red emoji,👺,goblin
images/0086_goblin_aug02.png,an emoji of goblin,👺,goblin
images/0086_goblin_aug03.png,pixel art of goblin,👺,goblin
images/0087_ghost_aug00.png,emoji: spooky,👻,ghost
images/0087_ghost_aug01.png,ghost spooky white boo,👻,ghost
images/0087_ghost_aug02.png,an emoji: ghost spooky white boo,👻,ghost
images/0087_ghost_aug03.png,cartoon ghost,👻,ghost
images/0088_alien_aug00.png,emoji: alien,👽,alien
